id,isa_val,eol_val,eol_dev,patch_ha
4899,6.41,0.86,0.099,382512
4900,6.04,2.07,0.254,382512
4901,7.09,1.79,0.213,382512
4902,7.85,3.32,0.374,382512
4903,5.9,3.81,0.453,382512
4904,6.1,3.44,0.401,382512
4905,2.84,1.82,0.218,382512
4906,6.23,5.19,0.487,382512
4907,3.75,2.33,0.029,151444
4908,3.84,0.24,0.0,136
4909,4.85,0.27,0.0,151444
4910,7.01,1.55,0.106,151444
4911,7.51,2.76,0.303,151444
4912,6.04,1.83,0.201,151444
4913,8.54,4.49,0.48,151444
4914,7.69,4.17,0.386,48568
4915,6.87,5.12,0.126,48568
4916,6.07,3.06,0.012,29344
4917,3.7,3.11,0.202,29344
4918,3.43,2.48,0.179,29344
4919,6.08,4.47,0.234,29344
4920,3.84,2.36,0.0,0
4921,0.0,0.0,0.0,0
4922,5.83,1.76,0.221,10684
4923,7.14,3.23,0.407,204432
4924,7.4,4.28,0.441,204432
4925,7.46,2.11,0.229,204432
4926,8.95,3.34,0.36,204432
4927,9.06,3.56,0.373,204432
4928,9.23,4.16,0.438,204432
4929,9.38,4.0,0.425,204432
4930,8.29,2.96,0.32,204432
4931,8.66,2.74,0.296,204432
4932,8.7,2.4,0.261,62488
4933,8.42,1.47,0.158,62488
4934,7.11,1.84,0.204,62488
4935,2.54,1.32,0.163,62488
4936,8.02,7.73,0.813,37512
4937,8.13,7.39,0.776,37512
4938,7.2,4.55,0.497,37512
4939,7.01,3.21,0.353,37512
4940,8.17,5.87,0.647,37116
4941,4.74,0.68,0.075,37116
4942,4.53,2.73,0.314,63760
4943,7.25,4.96,0.538,63760
4944,7.89,5.62,0.6,63760
4945,7.23,4.01,0.452,63760
4946,7.36,2.9,0.282,63760
4947,2.01,1.71,0.002,4
4948,1.01,0.46,0.003,1060
4949,2.7,0.81,0.039,2060
4950,0.22,0.05,0.006,2060
4951,0.0,0.0,0.0,0
4952,0.0,0.0,0.0,0
4953,0.0,0.0,0.0,0
4954,0.0,0.0,0.0,0
4955,0.0,0.0,0.0,0
4956,2.04,0.67,0.004,504
4957,3.03,1.28,0.02,1160
4958,1.15,0.96,0.0,12
4959,1.71,0.89,0.0,0
4960,0.8,0.53,0.0,476
4961,1.12,0.43,0.03,476
4962,0.0,0.0,0.0,0
4963,0.0,0.0,0.0,0
4964,0.0,0.0,0.0,0
4965,0.0,0.0,0.0,0
4966,0.0,0.0,0.0,0
4967,0.1,0.04,0.0,0
4968,0.69,0.12,0.012,8816
4969,0.35,0.27,0.012,8816
4970,0.0,0.0,0.0,0
4971,0.48,0.37,0.002,7320
4972,3.95,0.93,0.029,7320
4973,5.07,2.03,0.168,232836
4974,7.57,3.26,0.339,232836
4975,4.42,3.3,0.363,232836
4976,7.62,6.22,0.68,232836
4977,8.79,6.39,0.68,232836
4978,5.78,1.33,0.145,232836
4979,6.6,1.45,0.163,232836
4980,8.31,2.48,0.288,232836
4981,7.97,3.63,0.379,382512
4982,8.04,4.15,0.38,382512
4983,6.45,2.82,0.216,382512
4984,7.94,4.02,0.442,382512
4985,8.3,5.78,0.63,382512
4986,1.48,0.54,0.06,382512
4987,3.26,2.8,0.304,382512
4988,7.04,4.81,0.546,382512
4989,8.31,5.48,0.602,382512
4990,8.3,5.14,0.544,382512
4991,8.93,5.68,0.618,382512
4992,9.03,3.52,0.377,382512
4993,7.0,2.86,0.297,382512
4994,5.83,3.6,0.364,151444
4995,8.63,4.11,0.427,151444
4996,7.54,3.44,0.384,151444
4997,4.89,0.6,0.065,151444
4998,4.81,0.11,0.012,151444
4999,6.35,1.99,0.223,14448
5000,5.74,1.16,0.132,14448
5001,6.13,2.32,0.284,204432
5002,6.34,2.88,0.369,204432
5003,7.02,1.88,0.233,204432
5004,7.57,2.76,0.318,204432
5005,7.76,3.77,0.414,204432
5006,8.0,3.59,0.391,204432
5007,8.43,3.07,0.351,204432
5008,8.76,4.65,0.503,204432
5009,8.18,4.0,0.432,204432
5010,8.05,2.43,0.264,62488
5011,7.37,3.84,0.422,62488
5012,5.49,3.61,0.398,62488
5013,5.59,3.93,0.441,201084
5014,6.54,4.2,0.475,201084
5015,7.07,3.07,0.339,201084
5016,5.05,0.79,0.089,37512
5017,4.6,0.24,0.009,37116
5018,6.19,0.84,0.103,44144
5019,6.7,0.7,0.079,37116
5020,5.11,2.91,0.312,44144
5021,5.22,4.08,0.439,7036
5022,6.55,3.93,0.412,163100
5023,7.43,5.04,0.536,163100
5024,4.29,2.56,0.148,63760
5025,5.11,3.33,0.015,880
5026,5.2,0.72,0.056,2248
5027,6.93,1.05,0.107,16776
5028,4.08,0.84,0.019,16776
5029,0.75,0.38,0.008,144
5030,0.0,0.0,0.0,0
5031,0.0,0.0,0.0,0
5032,0.06,0.0,0.0,0
5033,3.06,1.4,0.0,36
5034,6.59,2.96,0.078,33592
5035,7.05,3.46,0.212,95520
5036,6.44,3.06,0.143,95520
5037,4.26,2.02,0.001,95520
5038,1.1,0.92,0.0,0
5039,0.0,0.0,0.0,0
5040,0.0,0.0,0.0,0
5041,0.0,0.0,0.0,0
5042,0.0,0.0,0.0,0
5043,0.0,0.0,0.0,0
5044,0.0,0.0,0.0,0
5045,2.44,0.65,0.051,8816
5046,7.03,1.52,0.178,8816
5047,4.55,1.54,0.185,58836
5048,2.84,2.67,0.3,58836
5049,2.21,1.48,0.169,58836
5050,2.21,1.39,0.166,58836
5051,2.12,1.79,0.197,58836
5052,8.06,3.44,0.376,232836
5053,7.4,5.48,0.617,232836
5054,8.93,6.54,0.705,232836
5055,6.73,6.09,0.632,232836
5056,5.02,5.0,0.374,232836
5057,8.08,5.63,0.624,232836
5058,8.38,5.63,0.656,232836
5059,7.01,1.46,0.167,232836
5060,7.82,1.37,0.152,382512
5061,9.23,4.71,0.507,382512
5062,9.46,6.16,0.646,382512
5063,9.25,4.99,0.532,382512
5064,9.06,5.75,0.612,382512
5065,7.99,3.75,0.404,382512
5066,6.18,3.08,0.334,382512
5067,9.21,4.94,0.531,382512
5068,9.51,4.98,0.518,382512
5069,9.57,7.98,0.84,382512
5070,9.41,6.74,0.696,382512
5071,8.9,4.83,0.51,382512
5072,8.67,3.51,0.393,382512
5073,8.88,7.71,0.87,151444
5074,8.62,7.83,0.844,151444
5075,8.55,5.73,0.622,151444
5076,6.69,3.21,0.342,151444
5077,6.67,3.84,0.436,151444
5078,7.7,6.16,0.646,151444
5079,7.05,1.49,0.192,204432
5080,6.84,1.72,0.203,204432
5081,6.48,1.93,0.245,204432
5082,6.5,1.63,0.179,204432
5083,6.91,3.01,0.35,204432
5084,4.56,0.15,0.02,204432
5085,4.21,0.11,0.015,62488
5086,3.74,0.36,0.048,201084
5087,5.93,3.08,0.347,201084
5088,5.05,4.36,0.49,201084
5089,7.41,4.78,0.553,201084
5090,6.62,3.63,0.412,201084
5091,6.34,2.21,0.246,7864
5092,4.64,1.03,0.074,44144
5093,5.77,1.25,0.162,44144
5094,6.95,0.8,0.09,44144
5095,7.48,3.79,0.407,44144
5096,3.54,2.76,0.293,44144
5097,5.22,4.19,0.454,163100
5098,7.97,6.16,0.664,163100
5099,7.84,5.16,0.487,163100
5100,7.04,4.63,0.248,163100
5101,5.52,1.99,0.138,163100
5102,7.41,1.32,0.162,16776
5103,7.54,1.68,0.136,16776
5104,4.12,1.64,0.117,33592
5105,1.95,0.41,0.008,33592
5106,2.99,2.36,0.147,33592
5107,2.91,1.49,0.052,33592
5108,6.78,2.99,0.019,33592
5109,7.84,1.73,0.137,95520
5110,7.79,1.32,0.156,95520
5111,3.25,0.06,0.007,95520
5112,5.31,0.97,0.075,95520
5113,3.02,2.12,0.024,308
5114,2.57,1.47,0.01,256
5115,2.11,1.95,0.025,1352
5116,0.35,0.27,0.003,1352
5117,0.08,0.06,0.0,4
5118,1.04,0.88,0.0,0
5119,1.88,1.4,0.0,80
5120,1.26,0.95,0.0,0
5121,0.72,0.24,0.005,11460
5122,4.39,3.04,0.282,58836
5123,8.18,4.87,0.568,58836
5124,7.69,5.22,0.609,58836
5125,6.44,3.81,0.44,58836
5126,6.11,4.84,0.582,58836
5127,7.97,3.73,0.426,232836
5128,8.59,2.82,0.318,232836
5129,8.98,3.54,0.391,232836
5130,8.21,5.84,0.624,232836
5131,2.14,1.52,0.158,232836
5132,3.4,1.4,0.154,232836
5133,6.31,2.05,0.214,232836
5134,6.61,2.3,0.258,232836
5135,7.99,4.09,0.46,232836
5136,8.74,4.39,0.483,382512
5137,7.8,4.06,0.443,382512
5138,6.96,3.03,0.331,382512
5139,8.2,3.39,0.368,382512
5140,6.84,4.03,0.435,382512
5141,3.77,3.34,0.35,382512
5142,9.07,7.44,0.767,382512
5143,9.05,6.66,0.68,382512
5144,8.27,5.3,0.559,382512
5145,8.71,4.19,0.432,382512
5146,7.26,5.0,0.533,382512
5147,8.59,4.59,0.497,382512
5148,7.58,4.89,0.526,382512
5149,4.0,2.27,0.24,151444
5150,7.64,5.62,0.598,151444
5151,8.65,6.56,0.714,151444
5152,8.31,7.03,0.771,151444
5153,2.44,2.0,0.119,151444
5154,6.32,2.74,0.343,204432
5155,6.09,0.29,0.037,201084
5156,6.17,3.35,0.38,201084
5157,4.62,3.03,0.326,201084
5158,6.8,4.18,0.445,201084
5159,2.14,0.27,0.029,201084
5160,5.44,1.86,0.215,7864
5161,3.81,0.74,0.084,44144
5162,5.5,1.04,0.116,44144
5163,6.74,2.75,0.309,44144
5164,7.74,3.59,0.356,44144
5165,5.8,4.04,0.373,44144
5166,4.59,3.86,0.419,163100
5167,6.84,6.38,0.688,163100
5168,8.54,4.03,0.47,163100
5169,8.28,5.43,0.542,163100
5170,7.13,5.1,0.385,163100
5171,6.98,0.8,0.047,163100
5172,7.35,1.85,0.164,163100
5173,6.56,2.55,0.032,163100
5174,7.35,3.47,0.24,33592
5175,8.0,6.43,0.664,33592
5176,7.51,4.89,0.406,33592
5177,7.05,1.0,0.103,33592
5178,6.64,0.82,0.1,95520
5179,7.51,1.11,0.141,95520
5180,8.36,0.09,0.01,95520
5181,8.26,1.2,0.136,95520
5182,7.47,2.15,0.069,95520
5183,7.26,1.74,0.084,95520
5184,7.41,2.82,0.168,95520
5185,6.62,1.42,0.024,95520
5186,6.27,1.64,0.047,95520
5187,6.55,2.74,0.03,95520
5188,6.59,3.35,0.024,95520
5189,6.81,3.97,0.049,95520
5190,6.76,2.84,0.175,11460
5191,7.53,1.83,0.204,58836
5192,6.44,2.02,0.225,58836
5193,4.71,0.5,0.058,58836
5194,8.14,2.5,0.276,58836
5195,8.13,2.04,0.225,58836
5196,6.88,1.18,0.128,232836
5197,7.94,2.8,0.299,232836
5198,8.0,1.55,0.169,232836
5199,8.61,1.82,0.195,232836
5200,9.34,5.61,0.596,232836
5201,9.34,6.52,0.697,232836
5202,7.63,2.56,0.281,232836
5203,7.91,4.17,0.49,232836
5204,8.2,5.41,0.614,232836
5205,7.95,2.82,0.315,232836
5206,8.22,2.96,0.322,32200
5207,9.07,5.62,0.609,32200
5208,5.32,2.87,0.308,32200
5209,0.97,0.41,0.043,17236
5210,8.81,4.88,0.502,17236
5211,6.71,4.02,0.278,4680
5212,5.47,0.5,0.045,201084
5213,5.13,0.38,0.043,201084
5214,4.18,1.6,0.149,201084
5215,8.02,5.19,0.554,201084
5216,7.32,4.61,0.528,201084
5217,3.76,2.73,0.308,201084
5218,1.15,0.93,0.103,201084
5219,0.4,0.2,0.022,201084
5220,3.28,1.18,0.137,201084
5221,6.42,1.98,0.232,201084
5222,6.17,2.69,0.295,201084
5223,6.29,2.58,0.293,201084
5224,6.27,2.47,0.28,163100
5225,7.73,5.52,0.61,163100
5226,9.01,5.08,0.551,163100
5227,8.73,3.74,0.414,163100
5228,8.59,4.46,0.496,163100
5229,8.44,4.5,0.47,163100
5230,7.78,3.35,0.351,163100
5231,8.7,4.28,0.475,163100
5232,8.81,5.48,0.6,163100
5233,8.19,2.49,0.27,163100
5234,8.51,2.02,0.222,163100
5235,9.25,3.73,0.409,33592
5236,8.31,3.0,0.333,34536
5237,8.55,3.17,0.35,34536
5238,8.79,1.13,0.125,95520
5239,8.15,3.51,0.385,95520
5240,8.07,0.68,0.077,95520
5241,8.9,1.51,0.17,95520
5242,7.16,1.1,0.123,95520
5243,7.72,2.3,0.257,95520
5244,5.95,2.18,0.05,95520
5245,7.45,2.62,0.198,95520
5246,4.81,0.01,0.001,232836
5247,5.15,0.13,0.014,232836
5248,8.28,2.62,0.28,232836
5249,5.7,0.34,0.036,232836
5250,1.49,0.0,0.0,232836
5251,3.97,3.2,0.335,32200
5252,5.18,0.57,0.061,201084
5253,5.86,1.12,0.135,201084
5254,6.8,2.17,0.275,201084
5255,7.83,3.28,0.39,201084
5256,7.21,5.22,0.549,201084
5257,8.19,6.28,0.645,201084
5258,7.2,4.63,0.509,201084
5259,3.8,1.82,0.148,201084
5260,6.2,2.54,0.229,201084
5261,7.56,3.47,0.43,201084
5262,6.02,1.58,0.202,201084
5263,5.22,2.56,0.177,201084
5264,3.01,1.13,0.11,6112
5265,7.47,4.08,0.462,163100
5266,8.18,2.98,0.324,163100
5267,7.55,1.72,0.194,163100
5268,7.77,2.09,0.239,163100
5269,8.13,2.44,0.267,163100
5270,6.81,1.99,0.227,163100
5271,7.1,2.69,0.319,163100
5272,7.38,2.62,0.297,163100
5273,7.93,1.26,0.138,163100
5274,7.24,3.65,0.392,163100
5275,7.31,0.3,0.033,34536
5276,8.52,3.92,0.43,34536
5277,8.14,1.6,0.174,34536
5278,8.96,3.03,0.329,34536
5279,9.01,5.7,0.611,95520
5280,6.31,2.2,0.278,201084
5281,6.9,3.75,0.446,201084
5282,6.1,1.91,0.22,201084
5283,7.47,5.59,0.57,201084
5284,6.95,3.31,0.366,201084
5285,5.82,2.45,0.266,201084
5286,7.06,3.01,0.342,201084
5287,6.66,1.86,0.214,201084
5288,6.04,4.44,0.475,11624
